epoch,train_loss,attack_loss,nps_loss,tv_loss,train_asr,train_positive_images,train_successes,val_asr,val_positive_images,val_successes,decouple_n,decouple_r
25,0.3440118268527816,0.30835806690486134,0.0964517152283044,0.14222923382721117,0.25390625,256,65,0.25390625,256,65,2,0.2180451127819549
26,0.33516792412352775,0.2992320784689051,0.09635157573275861,0.1433579796447163,0.25390625,256,65,0.25390625,256,65,2,0.21879699248120302
27,0.3405548107307569,0.30457358497433956,0.09622654641887783,0.14353999996607283,0.25390625,256,65,0.25390625,256,65,2,0.21954887218045113
28,0.3422447493118522,0.30610050999485283,0.09621452058838532,0.14419209785693515,0.25390625,256,65,0.25390625,256,65,2,0.22030075187969925
29,0.33293294959363684,0.29678099200261376,0.09617743509269394,0.14422311416241976,0.25390625,256,65,0.25390625,256,65,2,0.2210526315789474
30,0.33132418752771564,0.2951345107460444,0.09624668012941832,0.14437372244037358,0.25390625,256,65,0.25390625,256,65,2,0.2218045112781955
31,0.33198221647633913,0.29587960955315984,0.09646346690380468,0.14402457557420814,0.25390625,256,65,0.25390625,256,65,2,0.22255639097744362
32,0.3307876160978216,0.2944105024886342,0.09663379587958344,0.1451219188428558,0.25390625,256,65,0.25390625,256,65,2,0.22330827067669173
33,0.3328085227877693,0.29639120479073144,0.0967576965294053,0.14528224491967565,0.25390625,256,65,0.25390625,256,65,2,0.22406015037593985
34,0.3342291901333142,0.2973037041657794,0.0967289086068626,0.14731502915378167,0.25390625,256,65,0.25390625,256,65,2,0.224812030075188
35,0.3255904262836001,0.2885318212540804,0.09684437157305996,0.14784703779537067,0.25390625,256,65,0.25390625,256,65,2,0.2255639097744361
36,0.3274835196480287,0.29027398352601885,0.09686789463842864,0.14845067724189928,0.25390625,256,65,0.25390625,256,65,2,0.22631578947368422
37,0.3263395373272685,0.28879665471283733,0.0969009942713037,0.1497839164417402,0.25390625,256,65,0.25390625,256,65,2,0.22706766917293233
38,0.3274222890623903,0.28976161408740864,0.09691807865041548,0.15025502482874203,0.25390625,256,65,0.25390625,256,65,2,0.22781954887218045
39,0.328562158662661,0.29076000415118397,0.09697711480929788,0.1508207230177601,0.25390625,256,65,0.25390625,256,65,2,0.2285714285714286
40,0.3285547513349921,0.29048451069182,0.09695749914487906,0.15189314112726565,0.25390625,256,65,0.25390625,256,65,2,0.2293233082706767
41,0.32327146814987723,0.28462521415368647,0.09712698699626247,0.15419650618481426,0.25390625,256,65,0.25390625,256,65,2,0.23007518796992482
42,0.32633326881754715,0.287603118382724,0.09722178475519197,0.15453171980592,0.25390625,256,65,0.25390625,256,65,2,0.23082706766917294
43,0.3173733300867334,0.27879336212588623,0.09719507409408029,0.1539310971192554,0.25390625,256,65,0.25390625,256,65,2,0.23157894736842105
44,0.32926391605782296,0.29076479019316953,0.0971296767217923,0.153607980339928,0.25390625,256,65,0.25390625,256,65,2,0.23233082706766917
45,0.3253322574680885,0.2869450428844553,0.09714558015091229,0.15316027060019233,0.25390625,256,65,0.25390625,256,65,2,0.2330827067669173
46,0.31632525902406305,0.2782353803647303,0.0970849295237423,0.15197117969525598,0.25390625,256,65,0.25390625,256,65,2,0.23383458646616542
47,0.3181523527719278,0.27988296180172306,0.09718348718849959,0.15268883623380577,0.25390625,256,65,0.25390625,256,65,2,0.23458646616541354
48,0.32237094693479285,0.2838155007467861,0.09697352402505621,0.1538338986909495,0.25390625,256,65,0.25390625,256,65,2,0.23533834586466165
49,0.32195742955777495,0.2835191868047799,0.09707027198994055,0.15336469672949968,0.25390625,256,65,0.25390625,256,65,2,0.2360902255639098
50,0.3185118173075988,0.28012709293217786,0.09719086735121972,0.15315013807431788,0.25390625,256,65,0.25390625,256,65,2,0.2368421052631579
51,0.3288586945396609,0.2899775971881056,0.09719205205946897,0.15513561230845155,0.25390625,256,65,0.25390625,256,65,2,0.23759398496240602
52,0.3219995129424914,0.2830643681562052,0.09711249660601658,0.15535212235640636,0.25390625,256,65,0.25390625,256,65,2,0.23834586466165414
53,0.32564520822689597,0.2864390735605122,0.09695136751485083,0.15643673251687953,0.25390625,256,65,0.25390625,256,65,2,0.23909774436090225
54,0.3249411130637194,0.2855608303726247,0.09681913948955789,0.1571338465519711,0.25390625,256,65,0.25390625,256,65,2,0.23984962406015037
55,0.32624104777268603,0.2865017719764625,0.09693083173669545,0.15856937378381206,0.25390625,256,65,0.25390625,256,65,2,0.2406015037593985
56,0.32041847837709747,0.28054999804074787,0.09701501096771882,0.15908586134952782,0.25390625,256,65,0.25390625,256,65,2,0.24135338345864663
57,0.32229620402893133,0.28280515573193543,0.09679736440951846,0.15757700458037116,0.25390625,256,65,0.25390625,256,65,2,0.24210526315789474
58,0.3162108117763975,0.2770738841685574,0.09685010970693773,0.156160310833855,0.25390625,256,65,0.25390625,256,65,2,0.24285714285714285
59,0.3164786977314316,0.2774295507542855,0.09687821811015628,0.15580907226663776,0.25390625,256,65,0.25390625,256,65,2,0.243609022556391
60,0.3244315351532624,0.28509337171516586,0.09666728900860896,0.15696598075132454,0.25390625,256,65,0.25390625,256,65,2,0.2443609022556391
61,0.3173219022233929,0.27809643639927417,0.09671282023191452,0.15651500541551977,0.25390625,256,65,0.25390625,256,65,2,0.24511278195488723
62,0.31813631028728145,0.2790806202498157,0.09679628638303385,0.15583557259719982,0.25390625,256,65,0.25390625,256,65,2,0.24586466165413534
63,0.3182055042908255,0.2793005070591395,0.09649069699565921,0.15523403315945009,0.25390625,256,65,0.25390625,256,65,2,0.24661654135338346
64,0.3194473628449229,0.28040424569518163,0.09642984942261097,0.15578674729418965,0.25390625,256,65,0.25390625,256,65,2,0.24736842105263157
65,0.3169792512085585,0.27776878346911577,0.09653741022390602,0.15645572081603834,0.25390625,256,65,0.25390625,256,65,2,0.2481203007518797
66,0.3168856717843925,0.2773012231409022,0.09645063779522887,0.15795198874135988,0.25390625,256,65,0.25390625,256,65,2,0.24887218045112783
67,0.3218445781849127,0.2822861187489687,0.09650979764693607,0.1578478006135046,0.25390625,256,65,0.25390625,256,65,2,0.24962406015037594
68,0.32300106403047,0.2835968690635884,0.09646597709012243,0.1572309099467455,0.25390625,256,65,0.25390625,256,65,2,0.2503759398496241
69,0.3209834787170444,0.28134315652129926,0.09630235897756256,0.1581760877001602,0.25390625,256,65,0.25390625,256,65,2,0.2511278195488722
70,0.32643616239054013,0.2864784337250532,0.0961933191371175,0.15944614676775132,0.25390625,256,65,0.25390625,256,65,2,0.2518796992481203
71,0.3276839754750243,0.2881003585273186,0.09604065496045931,0.15795029778923608,0.25390625,256,65,0.25390625,256,65,2,0.25263157894736843
72,0.31966673628946324,0.27996045337841574,0.09577729078256979,0.1584420301745423,0.25390625,256,65,0.25390625,256,65,2,0.25338345864661654
73,0.3220843169014011,0.2824757695198059,0.09573626313853052,0.1580512493321326,0.25390625,256,65,0.25390625,256,65,2,0.25413533834586466
74,0.31573665748655266,0.2763103643613579,0.09563621061038127,0.15732263305545907,0.25390625,256,65,0.25390625,256,65,2,0.2548872180451128
75,0.32090100843822006,0.28159716039632277,0.09555581976882124,0.15683318226210838,0.25390625,256,65,0.25390625,256,65,2,0.2556390977443609
76,0.3195212193294964,0.2803473796992175,0.09551645749438126,0.15631329261623653,0.25390625,256,65,0.25390625,256,65,2,0.25639097744360906
77,0.32677488385048586,0.2869922851039245,0.09530228732433994,0.1587491886014432,0.25390625,256,65,0.25390625,256,65,2,0.2571428571428571
78,0.3280560616898326,0.28862917383687686,0.09522122269974345,0.15732666058877928,0.25390625,256,65,0.25390625,256,65,2,0.2578947368421053
79,0.32579304541634246,0.28604564097075336,0.09521401014211958,0.15860876625618048,0.25390625,256,65,0.25390625,256,65,2,0.2586466165413534
80,0.32395981845602523,0.2843297872923117,0.09512156142597705,0.15813962811917331,0.25390625,256,65,0.25390625,256,65,2,0.2593984962406015
81,0.32300939839498133,0.28340704633598834,0.09491394552509341,0.15802974946203485,0.25390625,256,65,0.25390625,256,65,2,0.26015037593984963
82,0.3224752698324423,0.28253337107928456,0.09483727595183701,0.1593882419103015,0.25390625,256,65,0.25390625,256,65,2,0.26090225563909775
83,0.31930760313979295,0.27966304980548085,0.09471090157738829,0.15819936502823786,0.25390625,256,65,0.25390625,256,65,2,0.26165413533834586
84,0.3274041714921462,0.287567314716567,0.09461473924132575,0.15896897334440618,0.25390625,256,65,0.25390625,256,65,2,0.262406015037594
85,0.320712845805472,0.2812498545488425,0.09453695419087874,0.1574738153577906,0.25390625,256,65,0.25390625,256,65,2,0.2631578947368421
86,0.3266256572925939,0.287283950411113,0.09433790006205044,0.15698947539899202,0.25390625,256,65,0.25390625,256,65,2,0.2639097744360902
87,0.3320963635908819,0.29252507860681654,0.09440206142917143,0.15790752380822612,0.25390625,256,65,0.25390625,256,65,2,0.2646616541353384
88,0.3294636318377689,0.2899651396854789,0.09427969731324543,0.15761685173595902,0.25390625,256,65,0.25390625,256,65,2,0.2654135338345865
89,0.3204914442205851,0.28155113624787964,0.0941995206264268,0.15538443176619773,0.25390625,256,65,0.25390625,256,65,2,0.2661654135338346
90,0.3232223478566229,0.28421992617370806,0.09410405686471314,0.1556332765427311,0.25390625,256,65,0.25390625,256,65,2,0.2669172932330827
91,0.3235227753103307,0.2843761651125629,0.09405951670049566,0.15621019398744126,0.25390625,256,65,0.25390625,256,65,2,0.26766917293233083
92,0.3311777418166135,0.2919865253224837,0.09400156845824909,0.15638885152550924,0.25390625,256,65,0.25390625,256,65,2,0.26842105263157895
93,0.3302933866471316,0.29095959571083035,0.09396736765593554,0.15695929764646344,0.25390625,256,65,0.25390625,256,65,2,0.26917293233082706
94,0.3253905045247711,0.2862130292748983,0.0937449014292354,0.15633492237698715,0.25390625,256,65,0.25390625,256,65,2,0.2699248120300752
95,0.3287286513147101,0.2896116509110527,0.09361552961368476,0.15609354677453505,0.25390625,256,65,0.25390625,256,65,2,0.2706766917293233
96,0.32504623732735627,0.2859791417037491,0.09347546720399266,0.1558944770192678,0.25390625,256,65,0.25390625,256,65,2,0.27142857142857146
97,0.3307069938267227,0.291643182788275,0.09336891117612872,0.15588177081230467,0.25390625,256,65,0.25390625,256,65,2,0.2721804511278195
98,0.32709120570030886,0.2876323139773006,0.0932198714102264,0.15746268972886346,0.25390625,256,65,0.25390625,256,65,2,0.2729323308270677
99,0.3319318798263516,0.2928036885187689,0.09316124391239301,0.15614011474942738,0.25390625,256,65,0.25390625,256,65,2,0.2736842105263158
100,0.3280491087816458,0.2890165078956469,0.09305447320231294,0.15575818902095862,0.765625,256,196,0.765625,256,196,2,0.2744360902255639
101,0.3291171288068316,0.2900805027611488,0.09295600876871464,0.15577467366129952,0.765625,256,196,0.765625,256,196,2,0.27518796992481204
102,0.32440513688906103,0.2853072422795591,0.09290126447392776,0.15601998106040785,0.765625,256,196,0.765625,256,196,2,0.27593984962406015
103,0.32862073697347555,0.2892832365711178,0.09268339921151643,0.15697925847716035,0.765625,256,196,0.765625,256,196,2,0.27669172932330827
104,0.33146622104454887,0.2922787018845567,0.09254273633777568,0.15637990476283353,0.765625,256,196,0.765625,256,196,2,0.2774436090225564
105,0.32656638838548574,0.28730846519491315,0.09253533177934917,0.1566615464676798,0.765625,256,196,0.765625,256,196,2,0.2781954887218045
106,0.33583500427482404,0.296703323590017,0.09245920023031995,0.1561568859404167,0.765625,256,196,0.765625,256,196,2,0.2789473684210526
107,0.33859947231491055,0.29938597317817994,0.09233323511032931,0.15648466190405652,0.765625,256,196,0.765625,256,196,2,0.2796992481203008
108,0.33011711777838987,0.2909235709008917,0.09217290270381269,0.15640550759513822,0.765625,256,196,0.765625,256,196,2,0.2804511278195489
109,0.3368752274365552,0.2979064802680395,0.09206495282396807,0.15550673258515585,0.765625,256,196,0.765625,256,196,2,0.281203007518797
110,0.3350555639615101,0.2961200892397788,0.0920134741911846,0.15537384627139675,0.765625,256,196,0.765625,256,196,2,0.2819548872180451
111,0.3325042185266461,0.29360649174293585,0.09197050497858925,0.15522303280577196,0.765625,256,196,0.765625,256,196,2,0.28270676691729324
112,0.33495908197575963,0.29630990998934853,0.09171246691087706,0.15422983744503121,0.765625,256,196,0.765625,256,196,2,0.28345864661654135
113,0.33289250164432865,0.29368095416410833,0.09166168263264463,0.15647953603647452,0.765625,256,196,0.765625,256,196,2,0.28421052631578947
114,0.3281052116535406,0.28875029443112094,0.09147139698003245,0.15705377430514952,0.765625,256,196,0.765625,256,196,2,0.2849624060150376
115,0.3313426486158793,0.29225766553288013,0.0914332833042187,0.1559741957261499,0.765625,256,196,0.765625,256,196,2,0.2857142857142857
116,0.33423758027827843,0.29513617519256286,0.09138149913169641,0.1560400848367573,0.765625,256,196,0.765625,256,196,2,0.28646616541353387
117,0.3299091306671632,0.2909852810929307,0.09122073030577296,0.15533052081555393,0.765625,256,196,0.765625,256,196,2,0.28721804511278193
118,0.33419437653723016,0.29548215417735346,0.09102961869366401,0.15448477640088681,0.765625,256,196,0.765625,256,196,2,0.2879699248120301
119,0.332611601700825,0.2937610021470922,0.09108966153807345,0.15503804240606528,0.765625,256,196,0.765625,256,196,2,0.2887218045112782
120,0.33695161896469317,0.29805362079523307,0.09087004941121667,0.1552285149825358,0.765625,256,196,0.765625,256,196,2,0.2894736842105263
121,0.3338155754372082,0.29493010466077685,0.09065320547175619,0.15517926493049722,0.765625,256,196,0.765625,256,196,2,0.29022556390977444
122,0.3347831735041289,0.29590041671706513,0.09055448231180158,0.15516880431533914,0.765625,256,196,0.765625,256,196,2,0.29097744360902256
123,0.33587982116547305,0.29700901431847465,0.09042685683322164,0.15512151053521486,0.765625,256,196,0.765625,256,196,2,0.29172932330827067
124,0.3390945230437591,0.30004328581611667,0.0902559882507915,0.1558439218628723,0.765625,256,196,0.765625,256,196,2,0.2924812030075188
125,0.33491273659520443,0.29609809829070505,0.09039006158050182,0.154896998959305,0.765625,256,196,0.765625,256,196,2,0.2932330827067669
126,0.33697565084537573,0.2980329208405672,0.09018130218033242,0.15541020154425528,0.765625,256,196,0.765625,256,196,2,0.293984962406015
127,0.337662644354643,0.2990049979591792,0.08996185251569326,0.15427074812154853,0.765625,256,196,0.765625,256,196,2,0.2947368421052632
128,0.3357593845740884,0.29715503844539676,0.08989775372026242,0.15405779549505857,0.765625,256,196,0.765625,256,196,2,0.2954887218045113
129,0.3404917334560799,0.3019239278757467,0.08990207841966004,0.15391161141142382,0.765625,256,196,0.765625,256,196,2,0.2962406015037594
130,0.3443787269360196,0.3057791838603737,0.08989345664735389,0.15403861150277398,0.765625,256,196,0.765625,256,196,2,0.29699248120300753
131,0.3426971137523651,0.30367405316998475,0.0898570359676285,0.15573281287092022,0.765625,256,196,0.765625,256,196,2,0.29774436090225564
132,0.3401844406549909,0.301108528554967,0.08965273214652475,0.15594503402182486,0.765625,256,196,0.765625,256,196,2,0.29849624060150376
133,0.33317613786300726,0.29429098528570835,0.0894679622971906,0.15518273584610592,0.765625,256,196,0.765625,256,196,2,0.2992481203007519
134,0.3436940148868392,0.3049007605398651,0.08919629738130401,0.15481622767659414,0.765625,256,196,0.765625,256,196,2,0.3
135,0.33963706535575666,0.30077656140897124,0.08903837942444118,0.15508586484774023,0.765625,256,196,0.765625,256,196,2,0.3007518796992481
136,0.34172934531110577,0.3027839858447556,0.08890761692175823,0.15542580160946973,0.765625,256,196,0.765625,256,196,2,0.3015037593984963
137,0.3427055658756104,0.3038674517806652,0.08903473549712021,0.15499631875911646,0.765625,256,196,0.765625,256,196,2,0.30225563909774433
138,0.34406374711378485,0.30538733066183277,0.08891188597257159,0.1543500308705642,0.765625,256,196,0.765625,256,196,2,0.3030075187969925
139,0.340675381168855,0.3022459661011147,0.08883659535013469,0.15336232019209228,0.765625,256,196,0.765625,256,196,2,0.3037593984962406
140,0.33637367465854745,0.2979960297852491,0.08864271080335684,0.15315600794501008,0.765625,256,196,0.765625,256,196,2,0.30451127819548873
141,0.34483359200237074,0.30631750268218794,0.08860845698983269,0.15370991984299853,0.765625,256,196,0.765625,256,196,2,0.30526315789473685
142,0.348824992380311,0.31033695640817155,0.08851099864835232,0.15359809889202625,0.765625,256,196,0.765625,256,196,2,0.30601503759398496
143,0.3447843626537154,0.3061874305779955,0.08834923085121982,0.15403432761673377,0.765625,256,196,0.765625,256,196,2,0.3067669172932331
144,0.3410477896707248,0.3023332092350563,0.08828476170259239,0.15450518281586403,0.765625,256,196,0.765625,256,196,2,0.3075187969924812
145,0.347131572465981,0.30842258510863885,0.08825685697055496,0.1544829152062931,0.765625,256,196,0.765625,256,196,2,0.3082706766917293
146,0.34381585970389106,0.305102593735256,0.08818859494892897,0.15450030960867892,0.765625,256,196,0.765625,256,196,2,0.3090225563909774
147,0.34670449569162015,0.30789798287163794,0.08805994425727202,0.1548738056315785,0.765625,256,196,0.765625,256,196,2,0.3097744360902256
148,0.3519845109070297,0.3133250314050016,0.08795330475653167,0.1542861128011636,0.765625,256,196,0.765625,256,196,2,0.3105263157894737
149,0.35001285189548426,0.31133673082938235,0.08771352390799902,0.15435363602849234,0.765625,256,196,0.765625,256,196,2,0.3112781954887218
150,0.3509587330364548,0.312330262059659,0.08766525291499838,0.15416322094676768,0.765625,256,196,0.765625,256,196,2,0.31203007518796994
151,0.34765774776450303,0.30905499988425095,0.08765561779779671,0.15406036930801595,0.765625,256,196,0.765625,256,196,2,0.31278195488721805
152,0.34876157567564364,0.3100883391051166,0.08759967705844778,0.15434254903708938,0.765625,256,196,0.765625,256,196,2,0.31353383458646616
153,0.3400836356182014,0.3013899372478502,0.0874135835772067,0.15442513166803173,0.765625,256,196,0.765625,256,196,2,0.3142857142857143
154,0.5500779832358909,0.5109090261754736,0.0872838244633337,0.15632670379317967,0.765625,256,196,0.765625,256,196,4,0.2565217391304348
155,0.5393535829750837,0.5006134114434234,0.08705299782805738,0.15461246814348,0.765625,256,196,0.765625,256,196,4,0.2608695652173913
156,0.530680134760595,0.4917810279711158,0.08705479882459725,0.15524819770217996,0.765625,256,196,0.765625,256,196,4,0.26521739130434785
157,0.5309728049071489,0.492141049256367,0.08694863016099001,0.15497921987444954,0.765625,256,196,0.765625,256,196,4,0.26956521739130435
158,0.5272005192473926,0.48862799975724347,0.08684355508437198,0.15394270050842151,0.765625,256,196,0.765625,256,196,4,0.2739130434782609
159,0.5270231785499944,0.48879258980793233,0.08681184310564953,0.15257510028581703,0.765625,256,196,0.765625,256,196,4,0.2782608695652174
160,0.5281863721598566,0.49010094235428664,0.08678304918308173,0.15199457755131004,0.765625,256,196,0.765625,256,196,4,0.28260869565217395
161,0.534161685578591,0.49604088938341734,0.08664596581881025,0.15213659234279026,0.765625,256,196,0.765625,256,196,4,0.28695652173913044
162,0.5300361474530887,0.4921389063902661,0.08656435631281506,0.15124270385873,0.765625,256,196,0.765625,256,196,4,0.29130434782608694
163,0.5306250002004403,0.49285662306093536,0.0864913087107439,0.15072754486999682,0.765625,256,196,0.765625,256,196,4,0.2956521739130435
164,0.5322848621722871,0.4946859898292913,0.08664966295514487,0.15004887517574614,0.765625,256,196,0.765625,256,196,4,0.3
165,0.5384292164735035,0.5006837815837523,0.08653653182287131,0.1506355927053806,0.765625,256,196,0.765625,256,196,4,0.30434782608695654
166,0.5357854226521687,0.4978820030140666,0.0864164855627887,0.15126800603043716,0.765625,256,196,0.765625,256,196,4,0.30869565217391304
167,0.5377442965992784,0.49987889628494736,0.08633542469644968,0.15111626592357602,0.765625,256,196,0.765625,256,196,4,0.3130434782608696
168,0.5390597676808855,0.5017804674870145,0.0863173774122137,0.14877194614536995,0.765625,256,196,0.765625,256,196,4,0.3173913043478261
169,0.5402137323290901,0.5031685760590883,0.08613653263423295,0.1478360516835103,0.765625,256,196,0.765625,256,196,4,0.32173913043478264
170,0.5463208268701503,0.5093284225569362,0.086006424134284,0.14762558900149522,0.765625,256,196,0.765625,256,196,4,0.32608695652173914
171,0.5470240783374921,0.5100644046226434,0.08600499771073856,0.14749468572899305,0.765625,256,196,0.765625,256,196,4,0.33043478260869563
172,0.5493568867708729,0.5126663137853673,0.08586555277615522,0.14641883217655452,0.765625,256,196,0.765625,256,196,4,0.3347826086956522
173,0.5437859884933033,0.5067687005595823,0.08585805274480213,0.14772570133209229,0.765625,256,196,0.765625,256,196,4,0.33913043478260874
174,0.5554758505483645,0.5184363274447685,0.08577281375110676,0.1478149922548142,0.765625,256,196,0.765625,256,196,4,0.34347826086956523
175,0.5515300871524136,0.5145358437985446,0.08568597934414855,0.14763421927933143,0.765625,256,196,0.765625,256,196,4,0.34782608695652173
176,0.5514878087339148,0.5145100951194763,0.08565010222713504,0.1475682812454426,0.765625,256,196,0.765625,256,196,4,0.3521739130434783
177,0.5574996843274715,0.5202548517062601,0.08545394887966393,0.14863749705584703,0.765625,256,196,0.765625,256,196,4,0.3565217391304348
178,0.5676840446164123,0.5301755075961088,0.08555313733826696,0.14969190968348917,0.765625,256,196,0.765625,256,196,4,0.36086956521739133
179,0.5664093367821348,0.5280659768433698,0.08551469089183132,0.153031382017431,0.765625,256,196,0.765625,256,196,4,0.3652173913043478
180,0.5687891353020625,0.5311724646429045,0.0852855469668861,0.1501255486391287,0.765625,256,196,0.765625,256,196,4,0.3695652173913043
181,0.570500435027401,0.5336094875778772,0.08532358475227271,0.14722248911857605,0.765625,256,196,0.765625,256,196,4,0.3739130434782609
182,0.5750003246079504,0.5384102785481816,0.08523350683724985,0.1460192299785867,0.765625,256,196,0.765625,256,196,4,0.37826086956521743
183,0.5781913339036756,0.541706700768091,0.08506041455321607,0.14559829366945587,0.765625,256,196,0.765625,256,196,4,0.3826086956521739
184,0.5774200796026044,0.5408225708303198,0.08491761197822284,0.14605036311972458,0.765625,256,196,0.765625,256,196,4,0.3869565217391304
185,0.5828503765891083,0.5464696805034064,0.0846722157655564,0.1451841336963451,0.765625,256,196,0.765625,256,196,4,0.3913043478260869
186,0.5809541808820404,0.5447241579536843,0.0845867179795704,0.14458174871659912,0.765625,256,196,0.765625,256,196,4,0.3956521739130435
187,0.5845066926120657,0.5479038212679129,0.0844988707551914,0.14607349591972554,0.765625,256,196,0.765625,256,196,4,0.4
188,0.5849981571720765,0.5486436594376521,0.08444379309637357,0.14508022236085572,0.765625,256,196,0.765625,256,196,4,0.4043478260869565
189,0.5909805200268737,0.554797097908712,0.08429738068211395,0.1443964794146276,0.765625,256,196,0.765625,256,196,4,0.408695652173913
190,0.6005488022238807,0.5637371803806946,0.08423558246772901,0.14690953928284942,0.765625,256,196,0.765625,256,196,4,0.4130434782608696
191,0.5951300506043223,0.5584215426866987,0.08397497592774113,0.14649812362890327,0.765625,256,196,0.765625,256,196,4,0.4173913043478261
192,0.60359935343793,0.5671646046427499,0.08392896575737843,0.1454032820410433,0.765625,256,196,0.765625,256,196,4,0.4217391304347826
193,0.5989054755299492,0.5621663672206676,0.08381315248202434,0.14662115473662857,0.765625,256,196,0.765625,256,196,4,0.4260869565217391
194,0.6102372207472809,0.5734867593355938,0.083749450281658,0.14666686701563608,0.765625,256,196,0.765625,256,196,4,0.4304347826086956
195,0.6023340858189405,0.5659536030967679,0.08365530105291215,0.1451873005227705,0.765625,256,196,0.765625,256,196,4,0.4347826086956522
196,0.610172192079831,0.5740107150204414,0.08359666959901826,0.14431151866385367,0.765625,256,196,0.765625,256,196,4,0.4391304347826087
197,0.6088057350268407,0.5727848584673046,0.08332503316676722,0.14375024480102336,0.765625,256,196,0.765625,256,196,4,0.4434782608695652
198,0.6159354664583122,0.5799492360216326,0.08317408446980788,0.14361221943281394,0.765625,256,196,0.765625,256,196,4,0.4478260869565217
199,0.6137113993146778,0.5775572167033642,0.08307103120383963,0.14428443679239897,0.765625,256,196,0.765625,256,196,4,0.45217391304347826
200,0.6201267759356879,0.5840236164827263,0.08315963238741444,0.14408000486086955,0.45703125,256,117,0.45703125,256,117,4,0.4565217391304348
201,0.6284876170411574,0.5926016453093133,0.0831111558111368,0.14321142791119296,0.45703125,256,117,0.45703125,256,117,4,0.4608695652173913
202,0.6261269703375555,0.5897847846546004,0.08282263181378356,0.14503746077550195,0.45703125,256,117,0.45703125,256,117,4,0.46521739130434786
203,0.6291358523664221,0.5928927256470233,0.08272422955626935,0.14464161591192262,0.45703125,256,117,0.45703125,256,117,4,0.46956521739130436
204,0.6281020403963274,0.5920529228396121,0.08260524141050019,0.14386606387859951,0.45703125,256,117,0.45703125,256,117,4,0.47391304347826085
